what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1304022365666
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1304022367974
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1304022367996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022373468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022427243
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304022432051
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022454873
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022473028
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1304022473035
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1304022473084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022475350
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022534278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022539974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022595283
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1304022595332
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1304022596631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022616311
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304022697887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022697986
started,bundle,com.google.gdt.eclipse.platform,2.2.1.v201103311225,"com.google.gdt.eclipse.platform",1304022713865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022713958
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022794626
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022811092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022868632
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1304022868666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022872004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022932918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022942108
started,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1304022958035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022986668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304022992704
